m,z,ZAMS_L,ZAMS_T,ZAMS_age,young_exists,old_exists
1.74,0.0085,1.0853,9283.1,10.372005475701574,1.0,1.0
1.75,0.0085,1.0953,9329.0,10.242242756103128,1.0,1.0
1.76,0.0085,1.1055,9375.6,10.052589550536164,1.0,1.0
1.78,0.0085,1.1255,9467.8,10.0,1.0,1.0
1.8,0.0085,1.1454,9559.3,10.0,1.0,1.0
1.82,0.0085,1.1645,9647.5,10.0,1.0,1.0
1.84,0.0085,1.1832,9735.3,10.0,1.0,1.0
1.86,0.0085,1.2026,9826.2,10.0,1.0,1.0
1.88,0.0085,1.2202,9908.2,10.0,1.0,1.0
1.3,0.009000000000000001,0.4851,6691.7,30.0,1.0,1.0
1.361,0.009000000000000001,0.6216,7265.8,30.0,1.0,1.0
1.381,0.009000000000000001,0.6505,7377.8,30.0,1.0,1.0
1.39,0.009000000000000001,0.6625,7424.9,30.0,1.0,1.0
1.4,0.009000000000000001,0.6762,7479.4,20.0,1.0,1.0
1.44,0.009000000000000001,0.7309,7698.8,20.0,1.0,1.0
1.45,0.009000000000000001,0.7432,7749.4,20.0,1.0,1.0
1.48,0.009000000000000001,0.7816,7905.9,20.0,1.0,1.0
1.5,0.009000000000000001,0.8067,8011.2,17.424067538126998,1.0,1.0
1.53,0.009000000000000001,0.8443,8170.8,20.0,1.0,1.0
1.54,0.009000000000000001,0.8564,8222.2,20.0,1.0,1.0
1.55,0.009000000000000001,0.868,8270.7,16.740444404434903,1.0,1.0
1.56,0.009000000000000001,0.8804,8325.4,20.0,1.0,1.0
1.57,0.009000000000000001,0.8922,8375.8,20.0,1.0,1.0
1.58,0.009000000000000001,0.9038,8425.9,19.38833914337296,1.0,1.0
1.59,0.009000000000000001,0.9159999999999999,8478.4,20.0,1.0,1.0
1.6,0.009000000000000001,0.9268,8525.6,18.409294470362305,1.0,1.0
1.61,0.009000000000000001,0.9379,8573.8,16.740444404434903,1.0,1.0
1.62,0.009000000000000001,0.9492,8622.9,16.196825459578385,1.0,1.0
1.63,0.009000000000000001,0.9604,8671.8,15.484080850483046,1.0,1.0
1.64,0.009000000000000001,0.9719,8723.3,19.38833914337296,1.0,1.0
1.65,0.009000000000000001,0.9828,8771.7,18.65050392908275,1.0,1.0
1.66,0.009000000000000001,0.9937,8820.0,18.035641250507584,1.0,1.0
1.67,0.009000000000000001,1.0043,8866.5,15.828467044598078,1.0,1.0
1.68,0.009000000000000001,1.0151,8914.5,15.819312303428028,1.0,1.0
1.69,0.009000000000000001,1.0258,8962.2,15.819312303428028,1.0,1.0
1.7,0.009000000000000001,1.0363,9009.8,16.44392497996771,1.0,1.0
1.71,0.009000000000000001,1.0468,9056.4,15.035372144479973,1.0,1.0
1.72,0.009000000000000001,1.0572,9102.9,15.0,1.0,1.0
1.73,0.009000000000000001,1.0677,9151.1,17.096267713795527,1.0,1.0
1.74,0.009000000000000001,1.0779,9196.8,15.819312303428028,1.0,1.0
1.75,0.009000000000000001,1.088,9242.2,15.0,1.0,1.0
1.76,0.009000000000000001,1.0981,9287.8,14.624229979466119,1.0,1.0
1.78,0.009000000000000001,1.1181,9379.0,14.763974446725989,1.0,1.0
1.8,0.009000000000000001,1.1364,9461.4,10.0,1.0,1.0
1.82,0.009000000000000001,1.1564,9553.6,10.0,1.0,1.0
1.84,0.009000000000000001,1.1754,9642.4,10.0,1.0,1.0
1.85,0.009000000000000001,1.1843,9682.7,10.0,1.0,1.0
1.86,0.009000000000000001,1.1936,9726.2,10.0,1.0,1.0
1.88,0.009000000000000001,1.2119,9810.3,10.0,1.0,1.0
1.9,0.009000000000000001,1.2302,9896.1,10.0,1.0,1.0
1.92,0.009000000000000001,1.2491,9984.8,10.0,1.0,1.0
1.94,0.009000000000000001,1.2671,10070.0,10.0,1.0,1.0
1.95,0.009000000000000001,1.2758,10110.8,10.0,1.0,1.0
1.9509999999999998,0.009000000000000001,1.2771,10117.0,10.0,1.0,0.0
1.96,0.009000000000000001,1.2839,10148.4,10.0,1.0,1.0
1.98,0.009000000000000001,1.3016,10232.4,10.0,1.0,1.0
2.0,0.009000000000000001,1.3185,10312.2,10.0,1.0,1.0
2.05,0.009000000000000001,1.3607,10514.0,10.0,1.0,1.0
2.1,0.009000000000000001,1.4013,10708.6,10.0,1.0,1.0
2.2,0.009000000000000001,1.4793,11088.1,10.0,1.0,1.0
1.3,0.01,0.459,6586.0,30.0,1.0,1.0
1.34,0.01,0.2444,5259.9,30.0,1.0,0.0
1.35,0.01,0.5297,6714.7,30.0,1.0,1.0
1.36,0.01,0.5438,6743.0,30.0,1.0,1.0
1.37,0.01,0.5578,6771.8,30.0,1.0,1.0
1.38,0.01,0.5714,6800.4,30.0,1.0,1.0
1.39,0.01,0.6429,7266.2,30.0,1.0,1.0
1.4,0.01,0.6559,7315.7,20.0,1.0,1.0
1.42,0.01,0.6837,7425.0,20.0,1.0,1.0
1.44,0.01,0.7101,7527.9,20.0,1.0,1.0
1.45,0.01,0.7240000000000001,7584.9,20.0,1.0,1.0
1.46,0.01,0.7372,7638.1,20.0,1.0,1.0
1.48,0.01,0.7626,7740.8,20.0,1.0,1.0
1.52,0.01,0.8136,7950.9,20.0,1.0,1.0
1.53,0.01,0.8252,7998.1,19.36164156715433,1.0,1.0
1.54,0.01,0.8376,8050.7,20.0,1.0,1.0
1.551,0.01,0.8503,8101.8,16.92754489701089,1.0,1.0
1.56,0.01,0.8614,8150.0,18.65050392908275,1.0,1.0
1.57,0.01,0.8734,8201.5,20.0,1.0,1.0
1.59,0.01,0.898,8305.5,20.0,1.0,1.0
1.6,0.01,0.9083,8350.3,19.38833914337296,1.0,1.0
1.61,0.01,0.9196,8396.9,16.44392497996771,1.0,1.0
1.62,0.01,0.9309,8446.0,16.740444404434903,1.0,1.0
1.63,0.01,0.9431,8499.7,20.0,1.0,1.0
1.64,0.01,0.9534,8544.0,17.523255685028285,1.0,1.0
1.65,0.01,0.9645,8592.0,17.096267713795527,1.0,1.0
1.66,0.01,0.9757,8641.1,18.035641250507584,1.0,1.0
1.67,0.01,0.9865,8687.9,17.096267713795527,1.0,1.0
1.68,0.01,0.9973,8735.1,17.523255685028285,1.0,1.0
1.69,0.01,1.008,8781.9,16.740444404434903,1.0,1.0
1.7,0.01,1.0187,8829.6,18.035641250507584,1.0,1.0
1.71,0.01,1.0292,8875.1,15.99090919258728,1.0,1.0
1.72,0.01,1.0395,8919.8,14.993554642938626,1.0,1.0
1.73,0.01,1.0499,8966.6,15.557150389434721,1.0,1.0
1.75,0.01,1.0706,9059.3,16.740444404434903,1.0,1.0
1.76,0.01,1.0807,9103.9,15.676314895795315,1.0,1.0
1.77,0.01,1.0908,9149.0,16.196825459578385,1.0,1.0
1.78,0.01,1.1008,9193.9,15.819312303428028,1.0,1.0
1.79,0.01,1.1107,9237.9,14.973591147615785,1.0,1.0
1.8,0.01,1.1206,9282.4,15.306132563536252,1.0,1.0
1.82,0.01,1.14,9369.5,14.544375998174765,1.0,1.0
1.84,0.01,1.1593,9456.7,14.504449007529088,1.0,1.0
1.85,0.01,1.1688,9500.4,14.644193474788954,1.0,1.0
1.86,0.01,1.1782,9542.8,14.474503764544833,1.0,1.0
1.88,0.01,1.197,9628.2,14.005361624458134,1.0,1.0
1.9,0.01,1.2154,9712.3,12.979711899876245,1.0,1.0
1.92,0.01,1.2336,9796.0,13.572496007300934,1.0,1.0
1.94,0.01,1.2515,9878.7,13.273043577458358,1.0,1.0
1.95,0.01,1.2591,9912.2,10.0,1.0,1.0
1.96,0.01,1.2683,9955.3,10.0,1.0,1.0
1.98,0.01,1.2854,10034.3,10.0,1.0,1.0
2.0,0.01,1.3024,10112.9,10.0,1.0,1.0
2.05,0.01,1.3446,10310.6,10.0,1.0,1.0
2.1,0.01,1.3862,10508.8,10.0,1.0,1.0
2.2,0.01,1.4646,10883.1,10.0,1.0,1.0
1.51,0.0103,0.7976,7869.6,20.0,1.0,1.0
1.52,0.0103,0.8105,7922.5,20.0,1.0,1.0
1.53,0.0103,0.8215,7967.7,19.704219689873238,1.0,1.0
1.4,0.0105,0.6501,7273.1,20.0,1.0,1.0
1.42,0.0105,0.6773,7377.6,20.0,1.0,1.0
1.44,0.0105,0.7044,7484.6,20.0,1.0,1.0
1.45,0.0105,0.7174,7534.9,20.0,1.0,1.0
1.46,0.0105,0.7305,7586.1,20.0,1.0,1.0
1.48,0.0105,0.7579,7698.5,20.0,1.0,1.0
1.5,0.0105,0.7819,7794.2,19.00338571352164,1.0,1.0
1.54,0.0105,0.8334,8007.6,20.0,1.0,1.0
1.55,0.0105,0.8436,8050.0,18.3895880161142,1.0,1.0
1.56,0.0105,0.8571,8107.3,20.0,1.0,1.0
1.6,0.0105,0.903,8302.4,20.0,1.0,1.0
1.62,0.0105,0.9254,8397.1,18.65050392908275,1.0,1.0
1.64,0.0105,0.9484,8496.4,20.0,1.0,1.0
1.65,0.0105,0.9589,8539.4,15.99090919258728,1.0,1.0
1.66,0.0105,0.97,8589.2,18.65050392908275,1.0,1.0
1.67,0.0105,0.9809,8635.7,17.136822094285044,1.0,1.0
1.68,0.0105,0.9917,8682.9,17.523255685028285,1.0,1.0
1.7,0.0105,1.0131,8776.8,18.035641250507584,1.0,1.0
1.71,0.0105,1.0236,8821.8,16.196825459578385,1.0,1.0
1.72,0.0105,1.0347,8871.0,20.0,1.0,1.0
1.73,0.0105,1.045,8916.1,20.0,1.0,1.0
1.74,0.0105,1.0548,8958.6,15.557150389434721,1.0,1.0
1.75,0.0105,1.065,9004.3,15.99090919258728,1.0,1.0
1.76,0.0105,1.0752,9049.1,15.306132563536252,1.0,1.0
1.77,0.0105,1.0856,9095.9,18.65050392908275,1.0,1.0
1.78,0.0105,1.0952,9138.0,15.0,1.0,1.0
1.79,0.0105,1.1052,9182.8,15.530238157129865,1.0,1.0
1.8,0.0105,1.115,9226.0,14.727749644312661,1.0,1.0
1.82,0.0105,1.1346,9314.1,15.819312303428028,1.0,1.0
1.84,0.0105,1.154,9401.2,15.99090919258728,1.0,1.0
1.86,0.0105,1.1729,9486.3,15.0,1.0,1.0
1.88,0.0105,1.1916,9570.7,14.29678476626719,1.0,1.0
1.51,0.0108,0.7915,7823.1,20.0,1.0,1.0
1.52,0.0108,0.8037,7872.3,20.0,1.0,1.0
1.53,0.0108,0.8167,7926.9,20.0,1.0,1.0
1.34,0.011000000000000001,0.2389,5262.3,30.0,1.0,0.0
1.4,0.011000000000000001,0.2971,5292.3,30.0,1.0,0.0
1.45,0.011000000000000001,0.3865,5421.5,30.0,1.0,0.0
1.51,0.011000000000000001,0.7906,7810.2,20.0,1.0,1.0
1.53,0.011000000000000001,0.8136,7901.9,18.376171205168525,1.0,1.0
1.55,0.011000000000000001,0.8382,8005.6,20.0,1.0,1.0
1.57,0.011000000000000001,0.8634,8111.2,20.0,1.0,1.0
1.59,0.011000000000000001,0.8856,8204.7,20.0,1.0,1.0
1.611,0.011000000000000001,0.9096,8304.1,17.096267713795527,1.0,1.0
1.63,0.011000000000000001,0.9321,8401.9,20.0,1.0,1.0
1.67,0.011000000000000001,0.9758,8589.5,20.0,1.0,1.0
1.69,0.011000000000000001,0.997,8679.3,15.99090919258728,1.0,1.0
1.71,0.011000000000000001,1.0187,8774.9,20.0,1.0,1.0
1.73,0.011000000000000001,1.0391,8863.0,16.196825459578385,1.0,1.0
1.77,0.011000000000000001,1.0804,9045.0,20.0,1.0,1.0
1.79,0.011000000000000001,1.1,9131.6,16.196825459578385,1.0,1.0
1.92,0.011000000000000001,1.2231,9682.8,14.041638147387633,1.0,1.0
1.94,0.011000000000000001,1.2411,9764.4,13.572496007300934,1.0,1.0
1.96,0.011000000000000001,1.2589,9845.2,12.813883185033085,1.0,1.0
1.98,0.011000000000000001,1.2765,9925.4,12.504449007529088,1.0,1.0
1.42,0.011,0.6727,7340.9,20.0,1.0,1.0
1.46,0.011,0.7268,7552.7,20.0,1.0,1.0
1.48,0.011,0.7513,7651.5,20.0,1.0,1.0
1.5,0.011,0.7766,7752.9,20.0,1.0,1.0
1.52,0.011,0.8021,7858.4,20.0,1.0,1.0
1.54,0.011,0.8261,7955.5,20.0,1.0,1.0
1.55,0.011,0.8382,8005.6,20.0,1.0,1.0
1.58,0.011,0.8738,8154.5,19.38833914337296,1.0,1.0
1.6,0.011,0.8972,8252.6,18.65050392908275,1.0,1.0
1.62,0.011,0.9206,8353.0,20.0,1.0,1.0
1.64,0.011,0.943,8448.8,20.0,1.0,1.0
1.65,0.011,0.9542,8496.3,20.0,1.0,1.0
1.66,0.011,0.9654,8544.0,20.0,1.0,1.0
1.68,0.011,0.9869,8636.9,20.0,1.0,1.0
1.7,0.011,1.0077,8726.2,16.740444404434903,1.0,1.0
1.72,0.011,1.0291,8820.3,20.0,1.0,1.0
1.74,0.011,1.0495,8908.1,15.819312303428028,1.0,1.0
1.75,0.011,1.0602,8956.3,20.0,1.0,1.0
1.76,0.011,1.07,8998.5,16.190253355095827,1.0,1.0
1.78,0.011,1.0902,9088.5,18.65050392908275,1.0,1.0
1.8,0.011,1.11,9175.9,17.096267713795527,1.0,1.0
1.82,0.011,1.1294,9261.7,15.248665112552171,1.0,1.0
1.84,0.011,1.1487,9347.5,14.84382842801734,1.0,1.0
1.85,0.011,1.1582,9390.3,14.83384668035592,1.0,1.0
1.86,0.011,1.1677,9432.9,15.248665112552171,1.0,1.0
1.88,0.011,1.1865,9517.1,15.306132563536252,1.0,1.0
1.9,0.011,1.2048,9599.8,14.051619895049052,1.0,1.0
1.95,0.011,1.2501,9805.0,13.273043577458358,1.0,1.0
2.0,0.011,1.2938,10004.9,12.447930590561626,1.0,1.0
2.05,0.011,1.3363,10201.2,11.075233858088069,1.0,1.0
2.1,0.011,1.3765,10387.1,10.0,1.0,1.0
2.2,0.011,1.4553,10759.7,10.0,1.0,1.0
1.3,0.012,0.4256,6475.3,30.0,1.0,1.0
1.4,0.012,0.5645,6710.0,30.0,1.0,1.0
1.42,0.012,0.6602,7253.3,30.0,1.0,1.0
1.44,0.012,0.6872,7356.7,30.0,1.0,1.0
1.45,0.012,0.7011,7412.3,30.0,1.0,1.0
1.46,0.012,0.7139,7461.5,30.0,1.0,1.0
1.5,0.012,0.7656,7667.5,20.0,1.0,1.0
1.51,0.012,0.7787,7720.2,20.0,1.0,1.0
1.53,0.012,0.8029,7816.9,20.0,1.0,1.0
1.54,0.012,0.8152,7868.1,20.0,1.0,1.0
1.55,0.012,0.8282,7921.4,20.0,1.0,1.0
1.57,0.012,0.8514,8017.0,20.0,1.0,1.0
1.58,0.012,0.8640000000000001,8068.9,20.0,1.0,1.0
1.59,0.012,0.8748,8113.7,20.0,1.0,1.0
1.6,0.012,0.8876,8166.4,20.0,1.0,1.0
1.61,0.012,0.8995,8215.0,20.0,1.0,1.0
1.63,0.012,0.9209,8306.8,20.0,1.0,1.0
1.64,0.012,0.932,8353.6,20.0,1.0,1.0
1.65,0.012,0.9429,8398.6,19.38833914337296,1.0,1.0
1.66,0.012,0.9538,8444.5,18.65050392908275,1.0,1.0
1.67,0.012,0.9653,8494.6,20.0,1.0,1.0
1.68,0.012,0.976,8540.0,20.0,1.0,1.0
1.69,0.012,0.9863,8582.2,16.740444404434903,1.0,1.0
1.7,0.012,0.9974,8631.6,20.0,1.0,1.0
1.71,0.012,1.0077,8674.4,17.523255685028285,1.0,1.0
1.72,0.012,1.0182,8719.6,17.096267713795527,1.0,1.0
1.73,0.012,1.0285,8763.4,16.203787886321475,1.0,1.0
1.74,0.012,1.0389,8808.7,16.544575629986852,1.0,1.0
1.75,0.012,1.0492,8854.4,18.035641250507584,1.0,1.0
1.76,0.012,1.0594,8898.4,16.740444404434903,1.0,1.0
1.77,0.012,1.0695,8941.5,15.819312303428028,1.0,1.0
1.78,0.012,1.0798,8987.3,20.0,1.0,1.0
1.79,0.012,1.0897,9030.5,18.65050392908275,1.0,1.0
1.8,0.012,1.0995,9073.2,16.863472503645642,1.0,1.0
1.82,0.012,1.1191,9159.4,17.096267713795527,1.0,1.0
1.84,0.012,1.1383,9243.4,15.457846634134224,1.0,1.0
1.85,0.012,1.1479,9285.8,16.196825459578385,1.0,1.0
1.86,0.012,1.1573,9327.2,15.248665112552171,1.0,1.0
1.88,0.012,1.1763,9411.9,17.523255685028285,1.0,1.0
1.9,0.012,1.1947,9493.6,14.64054300707278,1.0,1.0
1.92,0.012,1.2129,9574.7,14.480835044490075,1.0,1.0
1.94,0.012,1.2309999999999999,9655.5,13.480749183269696,1.0,1.0
1.95,0.012,1.2399,9695.7,13.143280857859912,1.0,1.0
1.96,0.012,1.2488,9736.0,13.482660278348165,1.0,1.0
1.98,0.012,1.2665,9815.5,12.644193474788954,1.0,1.0
2.0,0.012,1.2839,9894.2,12.514430755190508,1.0,1.0
2.05,0.012,1.3265,10088.3,11.60426648414328,1.0,1.0
2.1,0.012,1.3677,10278.1,10.825690166552588,1.0,1.0
2.2,0.012,1.4471,10648.0,10.0,1.0,1.0
1.3,0.013000000000000001,0.1784,5214.9,30.0,1.0,0.0
1.35,0.013000000000000001,0.2236,5228.5,30.0,1.0,0.0
1.4,0.013000000000000001,0.2733,5258.4,30.0,1.0,0.0
1.45,0.013000000000000001,0.3315,5313.8,30.0,1.0,0.0
1.501,0.013000000000000001,0.7170000000000001,7004.9,11.7425,1.0,0.0
1.51,0.013000000000000001,0.7672,7632.0,20.0,1.0,1.0
1.53,0.013000000000000001,0.7941,7737.6,20.0,1.0,1.0
1.57,0.013000000000000001,0.841,7929.9,20.0,1.0,1.0
1.59,0.013000000000000001,0.8637,8018.8,18.96975329057856,1.0,1.0
1.61,0.013000000000000001,0.8884,8123.5,20.0,1.0,1.0
1.63,0.013000000000000001,0.9102,8214.9,20.0,1.0,1.0
1.67,0.013000000000000001,0.9540000000000001,8396.4,18.65050392908275,1.0,1.0
1.69,0.013000000000000001,0.9771,8493.1,20.0,1.0,1.0
1.71,0.013000000000000001,0.997,8577.1,17.096267713795527,1.0,1.0
1.73,0.013000000000000001,1.0181,8667.2,17.096267713795527,1.0,1.0
1.77,0.013000000000000001,1.0597,8846.1,20.0,1.0,1.0
1.79,0.013000000000000001,1.0791,8929.3,16.44392497996771,1.0,1.0
1.82,0.013000000000000001,1.1765,9046.2,10.0,1.0,0.0
1.84,0.013000000000000001,1.1954,9174.0,10.0,1.0,0.0
1.86,0.013000000000000001,1.2116,9289.4,10.0,1.0,0.0
1.92,0.013000000000000001,1.2029,9469.7,14.730378736025553,1.0,1.0
1.94,0.013000000000000001,1.2209,9550.0,14.89008669860826,1.0,1.0
1.96,0.013000000000000001,1.2388,9629.2,14.43092630618298,1.0,1.0
1.98,0.013000000000000001,1.2565,9707.8,13.402806297056813,1.0,1.0
1.42,0.013,0.5742,6693.8,30.0,1.0,1.0
1.44,0.013,0.6757,7272.0,30.0,1.0,1.0
1.46,0.013,0.7042,7384.1,30.0,1.0,1.0
1.48,0.013,0.7288,7480.1,30.0,1.0,1.0
1.52,0.013,0.7809,7686.5,20.0,1.0,1.0
1.54,0.013,0.8041,7779.6,20.0,1.0,1.0
1.58,0.013,0.8522,7975.7,20.0,1.0,1.0
1.6,0.013,0.8762,8074.3,20.0,1.0,1.0
1.62,0.013,0.8995,8169.7,20.0,1.0,1.0
1.64,0.013,0.9217,8262.8,20.0,1.0,1.0
1.65,0.013,0.9324,8307.6,20.0,1.0,1.0
1.66,0.013,0.9432,8351.6,20.0,1.0,1.0
1.68,0.013,0.9649,8441.6,17.940795839385622,1.0,1.0
1.7,0.013,0.9866,8534.8,20.0,1.0,1.0
1.72,0.013,1.0076,8621.5,16.44392497996771,1.0,1.0
1.74,0.013,1.0283,8710.7,16.740444404434903,1.0,1.0
1.75,0.013,1.0393,8759.0,20.0,1.0,1.0
1.76,0.013,1.0489,8798.8,16.44392497996771,1.0,1.0
1.78,0.013,1.0692,8886.4,16.740444404434903,1.0,1.0
1.8,0.013,1.0891,8973.1,18.035641250507584,1.0,1.0
1.82,0.013,1.1086,9056.6,15.557150389434721,1.0,1.0
1.84,0.013,1.1282,9143.0,19.38833914337296,1.0,1.0
1.85,0.013,1.1376,9183.7,16.44392497996771,1.0,1.0
1.86,0.013,1.1472,9225.4,17.523255685028285,1.0,1.0
1.9,0.013,1.1845,9388.9,14.989904175222454,1.0,1.0
1.95,0.013,1.2299,9589.5,14.969940679899613,1.0,1.0
2.0,0.013,1.2739,9785.9,13.312970568104037,1.0,1.0
2.05,0.013,1.3166,9978.0,12.203171343828425,1.0,1.0
2.1,0.013,1.358,10166.2,12.083390371891394,1.0,1.0
2.2,0.013,1.4376,10532.6,10.556182979694274,1.0,1.0
1.42,0.014,0.5585,6632.0,30.0,1.0,1.0
1.44,0.014,0.5841,6678.0,30.0,1.0,1.0
1.46,0.014,0.6911,7292.9,30.0,1.0,1.0
1.48,0.014,0.7175,7396.0,30.0,1.0,1.0
1.52,0.014,0.7693,7599.7,20.0,1.0,1.0
1.54,0.014,0.7938,7697.0,20.0,1.0,1.0
1.55,0.014,0.8057,7744.5,20.0,1.0,1.0
1.58,0.014,0.8415,7888.3,20.0,1.0,1.0
1.6,0.014,0.8656,7985.6,20.0,1.0,1.0
1.62,0.014,0.8884,8079.0,20.0,1.0,1.0
1.64,0.014,0.9102,8168.0,20.0,1.0,1.0
1.65,0.014,0.9216,8215.4,20.0,1.0,1.0
1.66,0.014,0.9325,8259.8,20.0,1.0,1.0
1.68,0.014,0.9548,8353.3,20.0,1.0,1.0
1.7,0.014,0.9761,8441.8,20.0,1.0,1.0
1.72,0.014,0.9984,8532.9,20.0,1.0,1.0
1.74,0.014,1.0188,8620.1,20.0,1.0,1.0
1.75,0.014,1.0283,8660.4,19.38833914337296,1.0,1.0
1.805,0.014,1.0836,8895.0,16.740444404434903,1.0,1.0
1.82,0.014,1.0984,8958.9,17.523255685028285,1.0,1.0
1.84,0.014,1.1177,9041.1,16.196825459578385,1.0,1.0
1.85,0.014,1.1273,9082.7,16.422426479496178,1.0,1.0
1.86,0.014,1.1369,9123.8,15.676314895795315,1.0,1.0
1.88,0.014,1.1558,9206.4,17.523255685028285,1.0,1.0
1.9,0.014,1.1744,9286.6,16.005319348370346,1.0,1.0
1.952,0.014,1.2217,9493.3,14.41096281086014,1.0,1.0
2.0,0.014,1.264,9679.7,14.041638147387633,1.0,1.0
2.05,0.014,1.3068,9870.1,12.96178416609628,1.0,1.0
2.1,0.014,1.3484,10057.1,11.933664156970112,1.0,1.0
2.2,0.014,1.4282,10420.6,10.246748802190279,1.0,1.0
1.3,0.013999999999999999,0.1745,5220.0,30.0,1.0,0.0
1.45,0.013999999999999999,0.3226,5305.1,30.0,1.0,0.0
1.51,0.013999999999999999,0.7558,7545.2,20.0,1.0,1.0
1.531,0.013999999999999999,0.7836,7655.5,20.0,1.0,1.0
1.55,0.013999999999999999,0.8057,7744.5,20.0,1.0,1.0
1.57,0.013999999999999999,0.8307,7844.0,20.0,1.0,1.0
1.59,0.013999999999999999,0.8551,7940.9,20.0,1.0,1.0
1.61,0.013999999999999999,0.8773,8033.2,20.0,1.0,1.0
1.63,0.013999999999999999,0.8989,8120.8,20.0,1.0,1.0
1.67,0.013999999999999999,0.9443,8309.0,20.0,1.0,1.0
1.69,0.013999999999999999,0.9658,8398.5,20.0,1.0,1.0
1.71,0.013999999999999999,0.9878,8489.0,20.0,1.0,1.0
1.73,0.013999999999999999,1.0086,8576.3,20.0,1.0,1.0
1.79,0.013999999999999999,1.0695,8834.6,20.0,1.0,1.0
1.82,0.013999999999999999,1.1643,8963.9,10.0,1.0,0.0
1.84,0.013999999999999999,1.1823,9083.3,10.0,1.0,0.0
1.86,0.013999999999999999,1.1968,9194.2,10.0,1.0,0.0
1.88,0.013999999999999999,1.2095,9290.4,10.0,1.0,0.0
1.92,0.013999999999999999,1.1928,9367.0,17.085365039932018,1.0,1.0
1.94,0.013999999999999999,1.2109,9445.6,14.949977184576776,1.0,1.0
1.98,0.013999999999999999,1.2465,9602.6,14.201346109970341,1.0,1.0
1.3,0.015,0.3792,6339.3,30.0,1.0,1.0
1.35,0.015,0.4486,6431.2,30.0,1.0,1.0
1.42,0.015,0.5426,6574.1,30.0,1.0,1.0
1.481,0.015,0.7083,7322.6,30.0,1.0,1.0
1.5,0.015,0.7329,7417.0,20.0,1.0,1.0
1.51,0.015,0.7462,7468.0,20.0,1.0,1.0
1.52,0.015,0.7577,7513.4,20.0,1.0,1.0
1.53,0.015,0.7695,7556.4,20.0,1.0,1.0
1.54,0.015,0.7829,7612.0,20.0,1.0,1.0
1.551,0.015,0.7953,7656.9,20.0,1.0,1.0
1.56,0.015,0.8063,7702.9,20.0,1.0,1.0
1.57,0.015,0.8184,7751.1,20.0,1.0,1.0
1.58,0.015,0.8306,7801.3,20.0,1.0,1.0
1.59,0.015,0.8435,7852.0,20.0,1.0,1.0
1.6,0.015,0.8543,7896.5,20.0,1.0,1.0
1.61,0.015,0.8668,7945.4,20.0,1.0,1.0
1.62,0.015,0.8774,7989.5,20.0,1.0,1.0
1.63,0.015,0.8901,8038.5,20.0,1.0,1.0
1.64,0.015,0.9006,8082.7,20.0,1.0,1.0
1.65,0.015,0.911,8125.9,20.0,1.0,1.0
1.66,0.015,0.9221,8170.9,20.0,1.0,1.0
1.67,0.015,0.9344,8219.3,20.0,1.0,1.0
1.68,0.015,0.9437,8258.4,20.0,1.0,1.0
1.69,0.015,0.9566,8308.6,20.0,1.0,1.0
1.7,0.015,0.9653,8345.4,18.65050392908275,1.0,1.0
1.71,0.015,0.9761,8392.8,20.0,1.0,1.0
1.73,0.015,0.9972,8480.2,20.0,1.0,1.0
1.74,0.015,1.0075,8519.6,17.096267713795527,1.0,1.0
1.75,0.015,1.0188,8569.2,20.0,1.0,1.0
1.76,0.015,1.0281,8606.6,17.096267713795527,1.0,1.0
1.77,0.015,1.0386,8653.5,20.0,1.0,1.0
1.78,0.015,1.0485,8695.1,20.0,1.0,1.0
1.79,0.015,1.0585,8736.9,20.0,1.0,1.0
1.7990000000000002,0.015,1.0675,8774.7,20.0,1.0,1.0
1.82,0.015,1.0881,8860.6,16.740444404434903,1.0,1.0
1.84,0.015,1.1076,8942.5,15.99090919258728,1.0,1.0
1.85,0.015,1.1172,8985.6,20.0,1.0,1.0
1.86,0.015,1.1267,9024.5,16.44392497996771,1.0,1.0
1.88,0.015,1.1457,9105.7,15.676314895795315,1.0,1.0
1.9,0.015,1.1643,9186.5,17.502574940457787,1.0,1.0
1.92,0.015,1.1827,9265.8,15.697929294988725,1.0,1.0
1.94,0.015,1.2009,9344.2,15.233279871233172,1.0,1.0
1.95,0.015,1.2099,9383.7,16.737690122827225,1.0,1.0
1.96,0.015,1.2189,9422.5,15.837652046525823,1.0,1.0
1.98,0.015,1.2366,9499.5,14.790269221994064,1.0,1.0
2.0,0.015,1.2541,9575.9,14.321127081907367,1.0,1.0
2.05,0.015,1.2971,9765.0,13.97992242756103,1.0,1.0
2.1,0.015,1.3388,9949.8,12.243098334474105,1.0,1.0
2.2,0.015,1.4188,10310.9,10.775781428245494,1.0,1.0
1.3,0.016,0.3634,6295.8,30.0,1.0,1.0
1.35,0.016,0.4338,6389.3,30.0,1.0,1.0
1.42,0.016,0.5274,6521.0,30.0,1.0,1.0
1.44,0.016,0.5528,6562.3,30.0,1.0,1.0
1.45,0.016,0.5658,6583.8,30.0,1.0,1.0
1.46,0.016,0.5784,6604.8,30.0,1.0,1.0
1.481,0.016,0.6045,6649.8,30.0,1.0,1.0
1.5,0.016,0.7222,7336.3,20.0,1.0,1.0
1.51,0.016,0.7335,7378.1,20.0,1.0,1.0
1.531,0.016,0.7601,7481.7,20.0,1.0,1.0
1.54,0.016,0.7718,7527.8,20.0,1.0,1.0
1.55,0.016,0.7837,7573.9,20.0,1.0,1.0
