m,z,ZAMS_L,ZAMS_T,ZAMS_age,young_exists,old_exists
1.68,0.004,1.104,9883.0,12.437781529266493,1.0,1.0
1.7,0.004,1.1246,9985.8,12.288501026694044,1.0,1.0
1.72,0.004,1.145,10087.6,11.559833447410448,1.0,1.0
1.74,0.004,1.1652,10189.2,11.529888204426193,1.0,1.0
1.75,0.004,1.175,10238.8,11.110654802646588,1.0,1.0
1.76,0.004,1.1849,10288.6,10.921001597079623,1.0,1.0
1.78,0.004,1.2044,10388.2,11.1705452886151,1.0,1.0
1.8,0.004,1.2235,10485.4,10.332078485055897,1.0,1.0
1.85,0.004,1.2706,10721.4,10.0,1.0,0.0
1.9,0.004,1.3157,10960.2,10.0,1.0,1.0
1.95,0.004,1.3595,11189.2,10.0,1.0,1.0
1.9509999999999998,0.004,1.3608,11190.7,10.0,1.0,0.0
2.0,0.004,1.402,11412.8,10.0,1.0,1.0
2.05,0.004,1.4431,11630.5,10.0,1.0,1.0
2.1,0.004,1.4831,11843.3,10.0,1.0,1.0
2.2,0.004,1.5591,12253.9,10.0,1.0,1.0
1.301,0.0045,0.6258,7662.2,30.0,1.0,1.0
1.35,0.0045,0.6957,7952.2,30.0,1.0,1.0
1.36,0.0045,0.7098,8011.9,30.0,1.0,1.0
1.37,0.0045,0.7238,8071.2,30.0,1.0,1.0
1.38,0.0045,0.737,8128.2,30.0,1.0,1.0
1.39,0.0045,0.7505,8186.6,30.0,1.0,1.0
1.4,0.0045,0.7639,8244.6,14.84382842801734,1.0,1.0
1.42,0.0045,0.7902,8359.5,14.17505133470226,1.0,1.0
1.46,0.0045,0.8414,8587.2,13.107004334930412,1.0,1.0
1.48,0.0045,0.8663,8699.2,12.747661419119325,1.0,1.0
1.5,0.0045,0.8909999999999999,8811.5,12.098847821127078,1.0,1.0
1.52,0.0045,0.915,8922.1,11.659650924024644,1.0,1.0
1.54,0.0045,0.9386,9030.9,11.320271503536393,1.0,1.0
1.56,0.0045,0.9618,9139.0,10.99087383070956,1.0,1.0
1.58,0.0045,0.9849,9247.4,10.511749942961439,1.0,1.0
1.6,0.0045,1.0077,9355.3,10.077438491231662,1.0,1.0
1.62,0.0045,1.0296,9459.5,10.0,1.0,1.0
1.64,0.0045,1.0514,9564.8,10.0,1.0,1.0
1.65,0.0045,1.0624,9618.2,10.0,1.0,1.0
1.66,0.0045,1.073,9669.7,10.0,1.0,1.0
1.68,0.0045,1.0939,9771.9,10.0,1.0,1.0
1.7,0.0045,1.1158,9878.9,13.396475017111568,1.0,1.0
1.72,0.0045,1.1362,9979.6,12.55800821355236,1.0,1.0
1.74,0.0045,1.1562,10078.9,11.679614419347475,1.0,1.0
1.76,0.0045,1.176,10177.4,11.390143737166323,1.0,1.0
1.78,0.0045,1.1956,10276.0,11.699577914670314,1.0,1.0
1.8,0.0045,1.2149,10373.0,11.180527036276525,1.0,1.0
1.35,0.005,0.6859,7866.9,30.0,1.0,1.0
1.371,0.005,0.715,7988.8,30.0,1.0,1.0
1.39,0.005,0.7408,8098.9,30.0,1.0,1.0
1.4,0.005,0.7541,8155.9,15.819312303428028,1.0,1.0
1.42,0.005,0.7805,8270.2,14.853810175678758,1.0,1.0
1.45,0.005,0.8193,8440.4,13.885580652521105,1.0,1.0
1.46,0.005,0.8322,8497.7,13.436402007757245,1.0,1.0
1.48,0.005,0.8571,8608.6,13.027150353639062,1.0,1.0
1.5,0.005,0.8816,8719.4,12.577971708875198,1.0,1.0
1.51,0.005,0.8939,8774.9,12.268537531371205,1.0,1.0
1.52,0.005,0.9057,8829.3,12.148756559434176,1.0,1.0
1.53,0.005,0.9177,8883.9,11.819358886607347,1.0,1.0
1.54,0.005,0.9294,8937.6,11.709559662331731,1.0,1.0
1.55,0.005,0.9412,8991.7,11.469997718457675,1.0,1.0
1.56,0.005,0.9528,9045.6,11.280344512890712,1.0,1.0
1.57,0.005,0.9645,9100.1,11.000855578370981,1.0,1.0
1.58,0.005,0.9757,9152.4,10.881074606433947,1.0,1.0
1.59,0.005,0.9871,9205.3,10.681439653205564,1.0,1.0
1.6,0.005,0.9983,9257.7,10.501768195300023,1.0,1.0
1.61,0.005,1.0097,9311.3,10.262206251425962,1.0,1.0
1.62,0.005,1.0204,9361.7,10.229822431146033,1.0,1.0
1.63,0.005,1.0315,9414.9,10.0,1.0,1.0
1.64,0.005,1.0424,9466.2,10.0,1.0,1.0
1.65,0.005,1.0531,9517.4,10.0,1.0,1.0
1.66,0.005,1.0637,9568.6,10.0,1.0,1.0
1.67,0.005,1.0745,9619.9,10.0,1.0,1.0
1.68,0.005,1.0847,9670.1,10.0,1.0,1.0
1.69,0.005,1.0952,9721.0,10.0,1.0,1.0
1.7,0.005,1.1059,9771.5,10.0,1.0,1.0
1.71,0.005,1.1172,9826.7,13.376511521788727,1.0,1.0
1.72,0.005,1.1274,9876.1,12.44820898927675,1.0,1.0
1.73,0.005,1.1376,9927.0,13.336584531143053,1.0,1.0
1.74,0.005,1.1476,9975.6,12.927332877024867,1.0,1.0
1.75,0.005,1.1574,10023.8,11.969085101528632,1.0,1.0
1.76,0.005,1.1671,10071.5,10.0,1.0,1.0
1.78,0.005,1.1861,10165.0,10.0,1.0,1.0
1.8,0.005,1.2052,10259.5,10.0,1.0,1.0
1.85,0.005,1.2533,10501.3,10.940965092402463,1.0,1.0
1.9,0.005,1.2987,10730.2,10.0,1.0,1.0
1.95,0.005,1.3427,10954.0,10.0,1.0,1.0
1.9509999999999998,0.005,1.3439,10957.7,10.0,1.0,0.0
2.0,0.005,1.3853,11172.1,10.0,1.0,1.0
2.05,0.005,1.4266,11384.8,10.0,1.0,1.0
2.1,0.005,1.4668,11593.5,10.0,1.0,1.0
2.2,0.005,1.5437,11997.0,10.0,1.0,1.0
1.3,0.0055,0.6044,7490.9,30.0,1.0,1.0
1.35,0.0055,0.6768,7782.9,30.0,1.0,1.0
1.36,0.0055,0.6902,7839.7,30.0,1.0,1.0
1.37,0.0055,0.7040000000000001,7897.3,30.0,1.0,1.0
1.38,0.0055,0.7178,7955.5,30.0,1.0,1.0
1.39,0.0055,0.7312,8011.9,30.0,1.0,1.0
1.4,0.0055,0.745,8069.6,18.65050392908275,1.0,1.0
1.41,0.0055,0.7584,8127.7,15.160867617993155,1.0,1.0
1.42,0.0055,0.7713,8183.4,15.0,1.0,1.0
1.43,0.0055,0.784,8238.9,15.0,1.0,1.0
1.44,0.0055,0.797,8295.0,14.694102213096054,1.0,1.0
1.45,0.0055,0.8099,8351.4,14.354722792607806,1.0,1.0
1.471,0.0055,0.8365,8468.7,13.69592744695414,1.0,1.0
1.48,0.0055,0.8476,8517.9,13.576146475017113,1.0,1.0
1.49,0.0055,0.86,8573.2,13.266712297513118,1.0,1.0
1.5,0.0055,0.8722,8627.6,13.067077344284735,1.0,1.0
1.51,0.0055,0.8845,8682.6,12.757643166780744,1.0,1.0
1.52,0.0055,0.8965,8737.3,12.516153670161732,1.0,1.0
1.53,0.0055,0.9084,8791.0,12.318446269678304,1.0,1.0
1.54,0.0055,0.9202,8844.9,12.108829568788499,1.0,1.0
1.55,0.0055,0.932,8898.7,11.849304129591605,1.0,1.0
1.56,0.0055,0.9436,8951.6,11.66963267168606,1.0,1.0
1.57,0.0055,0.9552,9005.1,11.420088980150581,1.0,1.0
1.58,0.0055,0.9665,9057.2,11.320271503536393,1.0,1.0
1.59,0.0055,0.9782,9111.1,10.960928587725306,1.0,1.0
1.6,0.0055,0.9893,9163.1,10.841147615788273,1.0,1.0
1.61,0.0055,1.0007,9215.8,10.561658681268533,1.0,1.0
1.62,0.0055,1.0114,9266.1,10.492804972853195,1.0,1.0
1.63,0.0055,1.0223,9316.9,10.371072304922212,1.0,1.0
1.64,0.0055,1.0333,9368.9,10.172370522473187,1.0,1.0
1.65,0.0055,1.0444,9420.8,10.0,1.0,1.0
1.66,0.0055,1.0548,9470.5,10.0,1.0,1.0
1.67,0.0055,1.0655,9521.6,10.0,1.0,1.0
1.68,0.0055,1.0759999999999998,9571.9,10.0,1.0,1.0
1.69,0.0055,1.0865,9621.5,10.0,1.0,1.0
1.7,0.0055,1.0974,9674.4,10.0,1.0,1.0
1.71,0.0055,1.1074,9721.9,10.0,1.0,1.0
1.72,0.0055,1.1174,9769.9,10.0,1.0,1.0
1.73,0.0055,1.1288,9824.5,12.90736938170203,1.0,1.0
1.74,0.0055,1.1389,9873.9,13.815708418891173,1.0,1.0
1.3,0.006,0.5947,7409.4,30.0,1.0,1.0
1.34,0.006,0.6861,7417.9,30.0,1.0,0.0
1.35,0.006,0.6664,7697.6,30.0,1.0,1.0
1.37,0.006,0.6943,7812.1,30.0,1.0,1.0
1.38,0.006,0.7078,7869.0,30.0,1.0,1.0
1.39,0.006,0.7222,7927.4,30.0,1.0,1.0
1.4,0.006,0.735,7982.7,16.445707490755858,1.0,1.0
1.41,0.006,0.7491,8041.2,15.510432578673026,1.0,1.0
1.42,0.006,0.7618,8096.4,15.457846634134224,1.0,1.0
1.43,0.006,0.7745,8151.3,15.557150389434721,1.0,1.0
1.44,0.006,0.7875,8207.3,15.127610991266256,1.0,1.0
1.46,0.006,0.8132,8318.6,14.514430755190508,1.0,1.0
1.47,0.006,0.8257,8372.9,14.354722792607806,1.0,1.0
1.48,0.006,0.8384,8428.7,13.895562400182525,1.0,1.0
1.49,0.006,0.8507,8483.2,13.735854437599814,1.0,1.0
1.5,0.006,0.8631,8537.9,13.376511521788727,1.0,1.0
1.51,0.006,0.8751,8591.6,13.266712297513118,1.0,1.0
1.52,0.006,0.8872,8645.6,12.947296372347706,1.0,1.0
1.53,0.006,0.8992,8699.4,12.757643166780744,1.0,1.0
1.54,0.006,0.9111,8753.2,12.478154232261007,1.0,1.0
1.55,0.006,0.9229,8806.5,12.218628793064113,1.0,1.0
1.56,0.006,0.9345,8859.4,12.009012092174313,1.0,1.0
1.57,0.006,0.9461,8911.8,11.829340634268766,1.0,1.0
1.58,0.006,0.9575,8963.9,11.639687428701803,1.0,1.0
1.59,0.006,0.9688,9015.8,11.461391948676686,1.0,1.0
1.6,0.006,0.9802,9068.4,11.180527036276525,1.0,1.0
1.61,0.006,0.9912,9119.4,11.060746064339497,1.0,1.0
1.62,0.006,1.0026,9172.2,10.801220625142596,1.0,1.0
1.63,0.006,1.0135,9222.7,10.631530914898473,1.0,1.0
1.64,0.006,1.0243,9272.8,10.501768195300023,1.0,1.0
1.65,0.006,1.0354,9324.9,10.232261008441707,1.0,1.0
1.66,0.006,1.0463,9376.0,10.031858020951212,1.0,1.0
1.67,0.006,1.0565,9424.0,10.002680812229066,1.0,1.0
1.68,0.006,1.0674,9475.0,10.0,1.0,1.0
1.69,0.006,1.078,9525.3,10.0,1.0,1.0
1.7,0.006,1.088,9572.5,10.0,1.0,1.0
1.71,0.006,1.0983,9621.4,10.0,1.0,1.0
1.72,0.006,1.1091,9672.9,10.0,1.0,1.0
1.73,0.006,1.119,9720.3,10.0,1.0,1.0
1.74,0.006,1.1289,9766.8,10.0,1.0,1.0
1.75,0.006,1.1402,9821.1,13.51625598904859,1.0,1.0
1.76,0.006,1.1507,9872.9,10.0,1.0,1.0
1.78,0.006,1.1691,9962.1,10.0,1.0,1.0
1.8,0.006,1.1882,10054.9,10.0,1.0,1.0
1.85,0.006,1.2349,10282.8,10.0,1.0,1.0
1.9,0.006,1.2818,10513.8,10.0,1.0,1.0
1.95,0.006,1.3258,10733.0,10.0,1.0,1.0
1.9509999999999998,0.006,1.3268,10737.5,10.0,1.0,0.0
2.0,0.006,1.3687,10947.2,10.0,1.0,1.0
2.05,0.006,1.4095,11151.4,10.0,1.0,1.0
2.1,0.006,1.4495,11355.4,10.0,1.0,1.0
2.2,0.006,1.5276,11757.0,10.0,1.0,1.0
1.35,0.0065,0.657,7615.4,30.0,1.0,1.0
1.36,0.0065,0.6703,7670.5,30.0,1.0,1.0
1.37,0.0065,0.685,7729.1,30.0,1.0,1.0
1.38,0.0065,0.6989,7785.9,30.0,1.0,1.0
1.39,0.0065,0.7122,7841.9,30.0,1.0,1.0
1.401,0.0065,0.7266,7902.7,17.086293650090994,1.0,1.0
1.41,0.0065,0.7394,7955.2,16.135286815227587,1.0,1.0
1.42,0.0065,0.752,8008.9,17.803197177610034,1.0,1.0
1.43,0.0065,0.7657,8066.5,15.534189141158647,1.0,1.0
1.44,0.0065,0.7781,8120.3,15.557150389434721,1.0,1.0
1.45,0.0065,0.7909,8175.2,15.457846634134224,1.0,1.0
1.46,0.0065,0.8036,8230.1,15.160867617993155,1.0,1.0
1.472,0.0065,0.8189,8296.1,14.684120465434633,1.0,1.0
1.481,0.0065,0.8301,8344.9,14.464522016883409,1.0,1.0
1.491,0.0065,0.8425,8399.1,14.16506958704084,1.0,1.0
1.4909999999999999,0.0065,0.8425,8399.1,14.16506958704084,1.0,1.0
1.5,0.0065,0.8537,8448.1,13.889266782033706,1.0,1.0
1.511,0.0065,0.8671,8507.1,13.626055213324205,1.0,1.0
1.52,0.0065,0.8779,8555.1,13.436402007757245,1.0,1.0
1.53,0.0065,0.89,8608.7,13.212850941774967,1.0,1.0
1.54,0.0065,0.9019,8661.8,12.917351129363446,1.0,1.0
1.55,0.0065,0.9137,8714.9,12.637862194843715,1.0,1.0
1.56,0.0065,0.9254,8767.2,12.44820898927675,1.0,1.0
1.57,0.0065,0.937,8819.8,12.178701802418434,1.0,1.0
1.58,0.0065,0.9484,8871.6,11.999030344512892,1.0,1.0
1.59,0.0065,0.9598,8923.1,11.829340634268766,1.0,1.0
1.6,0.0065,0.971,8974.1,11.655398405782073,1.0,1.0
1.61,0.0065,0.9825,9026.6,11.320271503536393,1.0,1.0
1.62,0.0065,0.9934,9076.4,11.190508783937943,1.0,1.0
1.63,0.0065,1.0045,9127.7,11.010837326032398,1.0,1.0
1.64,0.0065,1.0154,9177.6,10.828209822539172,1.0,1.0
1.65,0.0065,1.0262,9227.9,10.681439653205564,1.0,1.0
1.66,0.0065,1.037,9278.6,10.461841204654348,1.0,1.0
1.67,0.0065,1.048,9329.6,10.192334017796028,1.0,1.0
1.68,0.0065,1.0581,9376.5,10.157515259043684,1.0,1.0
1.69,0.0065,1.0686,9425.5,10.029419468465722,1.0,1.0
1.7,0.0065,1.0791,9474.7,10.0,1.0,1.0
1.71,0.0065,1.0894,9523.1,10.0,1.0,1.0
1.72,0.0065,1.1001,9573.9,10.0,1.0,1.0
1.73,0.0065,1.11,9620.7,10.0,1.0,1.0
1.74,0.0065,1.1203,9669.7,10.0,1.0,1.0
1.75,0.0065,1.13,9715.0,10.0,1.0,1.0
1.76,0.0065,1.1405,9765.1,10.0,1.0,1.0
1.78,0.0065,1.161,9864.1,10.0,1.0,1.0
1.8,0.0065,1.1794,9952.8,10.0,1.0,1.0
1.3,0.006999999999999999,0.5738,7247.1,30.0,1.0,1.0
1.34,0.006999999999999999,0.6865,7266.1,30.0,1.0,0.0
1.35,0.006999999999999999,0.6464,7530.8,30.0,1.0,1.0
1.36,0.006999999999999999,0.6608,7587.8,30.0,1.0,1.0
1.37,0.006999999999999999,0.6744,7643.9,30.0,1.0,1.0
1.38,0.006999999999999999,0.6885,7700.7,30.0,1.0,1.0
1.39,0.006999999999999999,0.7023,7756.8,30.0,1.0,1.0
1.4,0.006999999999999999,0.7156,7812.1,19.452824584902352,1.0,1.0
1.41,0.006999999999999999,0.7297,7869.1,16.670799633573644,1.0,1.0
1.42,0.006999999999999999,0.7422,7923.0,16.978401805011515,1.0,1.0
1.43,0.006999999999999999,0.7554,7978.3,17.549922522721413,1.0,1.0
1.44,0.006999999999999999,0.7694,8036.3,20.0,1.0,1.0
1.45,0.006999999999999999,0.7813,8087.8,16.098594300923647,1.0,1.0
1.46,0.006999999999999999,0.7946,8144.0,15.248665112552171,1.0,1.0
1.47,0.006999999999999999,0.8068,8197.0,15.457846634134224,1.0,1.0
1.48,0.006999999999999999,0.8195,8251.5,14.83384668035592,1.0,1.0
1.49,0.006999999999999999,0.8319,8305.1,14.674138717773216,1.0,1.0
1.5,0.006999999999999999,0.8443,8359.3,14.374686287930635,1.0,1.0
1.511,0.006999999999999999,0.8577,8417.5,14.214978325347936,1.0,1.0
1.53,0.006999999999999999,0.8807,8518.3,13.606091718001366,1.0,1.0
1.54,0.006999999999999999,0.8927,8571.4,13.286675792835956,1.0,1.0
1.55,0.006999999999999999,0.9044,8623.1,13.156913073237504,1.0,1.0
1.56,0.006999999999999999,0.9162,8675.7,12.847478895733516,1.0,1.0
1.57,0.006999999999999999,0.9278,8727.6,12.597935204198036,1.0,1.0
1.58,0.006999999999999999,0.9394,8780.0,12.328428017339721,1.0,1.0
1.59,0.006999999999999999,0.9508,8830.9,12.158738307095597,1.0,1.0
1.6,0.006999999999999999,0.962,8881.9,12.018993839835725,1.0,1.0
1.61,0.006999999999999999,0.9734,8933.7,11.689596167008894,1.0,1.0
1.62,0.006999999999999999,0.9845,8983.6,11.519906456764774,1.0,1.0
1.63,0.006999999999999999,0.9955,9033.8,11.350216746520648,1.0,1.0
1.64,0.006999999999999999,1.0063,9083.4,11.2204540269222,1.0,1.0
1.65,0.006999999999999999,1.0172,9133.1,11.030800821355236,1.0,1.0
1.66,0.006999999999999999,1.0284,9184.3,10.711384896189823,1.0,1.0
1.67,0.006999999999999999,1.0390000000000001,9233.5,10.53171343828428,1.0,1.0
1.68,0.006999999999999999,1.0493,9280.9,10.481804699977184,1.0,1.0
1.69,0.006999999999999999,1.06,9331.0,10.231829490331592,1.0,1.0
1.7,0.006999999999999999,1.0709,9381.0,10.0,1.0,1.0
1.71,0.006999999999999999,1.0805,9425.6,10.012662559890488,1.0,1.0
1.72,0.006999999999999999,1.0909,9474.0,10.0,1.0,1.0
1.73,0.006999999999999999,1.1014,9523.3,10.0,1.0,1.0
1.74,0.006999999999999999,1.1119,9573.3,10.0,1.0,1.0
1.75,0.006999999999999999,1.1217,9619.1,10.0,1.0,1.0
1.76,0.006999999999999999,1.1314,9665.0,10.0,1.0,1.0
1.78,0.006999999999999999,1.1513,9758.2,10.0,1.0,1.0
1.8,0.006999999999999999,1.171,9853.8,10.0,1.0,1.0
1.82,0.006999999999999999,1.19,9944.0,10.0,1.0,1.0
1.84,0.006999999999999999,1.2084,10032.1,10.0,1.0,1.0
1.85,0.006999999999999999,1.2183,10079.9,10.0,1.0,1.0
1.86,0.006999999999999999,1.2273,10122.3,10.0,1.0,1.0
1.88,0.006999999999999999,1.2455,10209.5,10.0,1.0,1.0
1.9,0.006999999999999999,1.2636,10297.2,10.0,1.0,1.0
1.92,0.006999999999999999,1.2819999999999998,10386.9,10.0,1.0,1.0
1.94,0.006999999999999999,1.2991,10469.9,10.0,1.0,1.0
1.95,0.006999999999999999,1.3087,10518.1,10.0,1.0,1.0
1.9509999999999998,0.006999999999999999,1.3096,10522.6,10.0,1.0,0.0
1.96,0.006999999999999999,1.3167,10556.9,10.0,1.0,1.0
1.98,0.006999999999999999,1.3352,10648.2,10.0,1.0,1.0
2.0,0.006999999999999999,1.3509,10723.4,10.0,1.0,1.0
2.05,0.006999999999999999,1.3946,10942.0,10.0,1.0,1.0
2.1,0.006999999999999999,1.4328,11129.9,10.0,1.0,1.0
2.2,0.006999999999999999,1.5107,11522.1,10.0,1.0,1.0
1.35,0.0075,0.6368,7449.1,30.0,1.0,1.0
1.36,0.0075,0.6509999999999999,7505.0,30.0,1.0,1.0
1.37,0.0075,0.6649,7561.8,30.0,1.0,1.0
1.381,0.0075,0.68,7622.2,30.0,1.0,1.0
1.39,0.0075,0.6920000000000001,7671.7,30.0,1.0,1.0
1.4,0.0075,0.706,7727.7,17.905344825363926,1.0,1.0
1.41,0.0075,0.7192,7783.0,20.0,1.0,1.0
1.42,0.0075,0.7328,7838.7,19.690550880342073,1.0,1.0
1.43,0.0075,0.7458,7892.6,17.35271211493737,1.0,1.0
1.44,0.0075,0.7595,7948.9,16.305531536936094,1.0,1.0
1.45,0.0075,0.7723,8002.8,16.035385170927,1.0,1.0
1.46,0.0075,0.7852,8058.0,19.295826345456245,1.0,1.0
1.47,0.0075,0.7977,8111.0,15.557150389434721,1.0,1.0
1.48,0.0075,0.8101,8163.9,16.196825459578385,1.0,1.0
1.49,0.0075,0.8224,8216.9,15.457846634134224,1.0,1.0
1.5,0.0075,0.8349,8270.5,14.943645904631536,1.0,1.0
1.51,0.0075,0.8473,8324.1,14.524412502851927,1.0,1.0
1.52,0.0075,0.8595,8376.9,14.214978325347936,1.0,1.0
1.53,0.0075,0.8714,8429.1,14.055270362765224,1.0,1.0
1.54,0.0075,0.8833,8481.1,13.785763175906913,1.0,1.0
1.55,0.0075,0.8952,8533.2,13.626055213324205,1.0,1.0
1.56,0.0075,0.907,8585.2,13.286675792835956,1.0,1.0
1.57,0.0075,0.9188,8637.4,12.977241615331964,1.0,1.0
1.58,0.0075,0.9302,8687.9,12.847478895733516,1.0,1.0
1.59,0.0075,0.9418,8740.0,12.508099475245269,1.0,1.0
1.6,0.0075,0.9531,8790.3,12.33840976500114,1.0,1.0
1.61,0.0075,0.9642,8840.3,12.208647045402696,1.0,1.0
1.62,0.0075,0.9756,8891.4,11.849304129591605,1.0,1.0
1.63,0.0075,0.9864,8940.3,11.75837732964234,1.0,1.0
1.64,0.0075,0.9975,8990.7,11.51652662525102,1.0,1.0
1.65,0.0075,1.0083,9039.8,11.346148326585245,1.0,1.0
1.66,0.0075,1.0193,9089.7,11.090691307323748,1.0,1.0
1.67,0.0075,1.0301,9139.3,10.871092858772533,1.0,1.0
1.68,0.0075,1.0404,9186.0,10.82085048433457,1.0,1.0
1.69,0.0075,1.0512,9235.9,10.541695185945699,1.0,1.0
1.7,0.0075,1.0616,9283.5,10.411932466347253,1.0,1.0
1.71,0.0075,1.0719,9331.2,10.252224503764543,1.0,1.0
1.72,0.0075,1.0824,9379.6,10.032626055213322,1.0,1.0
1.73,0.0075,1.0931,9428.8,10.0,1.0,1.0
1.74,0.0075,1.1025,9472.1,10.0,1.0,1.0
1.75,0.0075,1.1132,9522.2,10.0,1.0,1.0
1.76,0.0075,1.1226,9566.3,10.0,1.0,1.0
1.78,0.0075,1.1425,9659.4,10.0,1.0,1.0
1.8,0.0075,1.1632,9757.7,10.0,1.0,1.0
1.34,0.008,0.3273,5409.5,30.0,1.0,0.0
1.35,0.008,0.6264,7366.9,30.0,1.0,1.0
1.36,0.008,0.6404,7422.4,30.0,1.0,1.0
1.371,0.008,0.6559,7483.3,30.0,1.0,1.0
1.391,0.008,0.6837,7594.6,30.0,1.0,1.0
1.4,0.008,0.6958,7643.3,19.224047008308023,1.0,1.0
1.42,0.008,0.723,7753.6,17.847882424104984,1.0,1.0
1.44,0.008,0.7502,7865.9,20.0,1.0,1.0
1.4509999999999998,0.008,0.7226,7429.8,11.2783,1.0,0.0
1.461,0.008,0.7765,7975.6,16.61400204113701,1.0,1.0
1.47,0.008,0.7882,8025.0,18.284408224583,1.0,1.0
1.48,0.008,0.8014,8080.8,20.0,1.0,1.0
1.5,0.008,0.8255,8183.1,15.51146746844455,1.0,1.0
1.51,0.008,0.8379,8236.0,14.993554642938626,1.0,1.0
1.52,0.008,0.8501,8288.7,14.684120465434633,1.0,1.0
1.53,0.008,0.8621,8340.4,14.524412502851927,1.0,1.0
1.54,0.008,0.8742,8392.7,14.185033082363674,1.0,1.0
1.55,0.008,0.8859,8443.9,14.065252110426648,1.0,1.0
1.57,0.008,0.9095,8546.9,13.486310746064339,1.0,1.0
1.58,0.008,0.9212,8598.4,13.13694957791467,1.0,1.0
1.59,0.008,0.9325,8648.3,12.977241615331964,1.0,1.0
1.6,0.008,0.944,8699.3,12.667807437827973,1.0,1.0
1.61,0.008,0.9553,8749.4,12.468172484599586,1.0,1.0
1.62,0.008,0.9665,8799.3,12.298482774355463,1.0,1.0
1.63,0.008,0.9774,8848.3,12.12879306411134,1.0,1.0
1.64,0.008,0.9885,8898.2,11.8992128678987,1.0,1.0
1.65,0.008,0.9995,8947.4,11.689596167008894,1.0,1.0
1.66,0.008,1.0106,8997.6,11.370180241843483,1.0,1.0
1.67,0.008,1.0213,9045.8,11.2204540269222,1.0,1.0
1.68,0.008,1.0317,9093.4,11.119243686086982,1.0,1.0
1.69,0.008,1.0423,9141.2,10.920344819784562,1.0,1.0
1.7,0.008,1.0529,9189.5,10.721366643851242,1.0,1.0
1.71,0.008,1.0634,9237.9,10.511749942961439,1.0,1.0
1.72,0.008,1.0736,9284.2,10.38198722336299,1.0,1.0
1.73,0.008,1.0838,9330.9,10.212297513118866,1.0,1.0
1.74,0.008,1.0941,9378.5,10.032626055213322,1.0,1.0
1.75,0.008,1.1041,9424.3,10.0,1.0,1.0
1.76,0.008,1.1144,9471.9,10.0,1.0,1.0
1.78,0.008,1.1345,9565.4,10.0,1.0,1.0
1.8,0.008,1.1534,9652.9,10.0,1.0,1.0
1.82,0.008,1.1733,9747.3,10.0,1.0,1.0
1.84,0.008,1.1915,9832.1,10.0,1.0,1.0
1.85,0.008,1.2015,9880.1,10.0,1.0,1.0
1.86,0.008,1.2105,9922.8,10.0,1.0,1.0
1.88,0.008,1.2286,10007.7,10.0,1.0,1.0
1.9,0.008,1.2467,10093.4,10.0,1.0,1.0
1.92,0.008,1.2662,10187.4,10.0,1.0,1.0
1.94,0.008,1.2826,10264.8,10.0,1.0,1.0
1.95,0.008,1.2915,10307.5,10.0,1.0,1.0
1.9509999999999998,0.008,1.2926,10313.3,10.0,1.0,0.0
1.96,0.008,1.301,10353.9,10.0,1.0,1.0
1.98,0.008,1.3179,10434.9,10.0,1.0,1.0
2.0,0.008,1.3359,10522.8,10.0,1.0,1.0
2.05,0.008,1.3778,10726.2,10.0,1.0,1.0
2.1,0.008,1.419,10928.3,10.0,1.0,1.0
2.2,0.008,1.497,11314.8,10.0,1.0,1.0
1.401,0.0085,0.6877,7566.3,20.0,1.0,1.0
1.44,0.0085,0.7395,7777.3,20.0,1.0,1.0
1.45,0.0085,0.7529,7833.3,20.0,1.0,1.0
1.461,0.0085,0.7673,7892.6,20.0,1.0,1.0
1.4709999999999999,0.0085,0.7803,7947.1,20.0,1.0,1.0
1.48,0.0085,0.7916,7994.4,20.0,1.0,1.0
1.501,0.0085,0.8174,8101.6,15.878989658366494,1.0,1.0
1.51,0.0085,0.8291,8152.7,19.38833914337296,1.0,1.0
1.52,0.0085,0.841,8202.6,17.096267713795527,1.0,1.0
1.53,0.0085,0.8528,8252.6,14.993554642938626,1.0,1.0
1.54,0.0085,0.866,8310.2,20.0,1.0,1.0
1.55,0.0085,0.8768,8355.9,14.414613278576315,1.0,1.0
1.56,0.0085,0.8886,8407.0,14.199880234381919,1.0,1.0
1.57,0.0085,0.9013,8463.2,19.38833914337296,1.0,1.0
1.58,0.0085,0.9129,8513.9,18.65050392908275,1.0,1.0
1.6,0.0085,0.9357,8613.8,17.523255685028285,1.0,1.0
1.61,0.0085,0.9471,8663.7,17.096267713795527,1.0,1.0
1.62,0.0085,0.9584,8713.4,16.740444404434903,1.0,1.0
1.63,0.0085,0.9685,8757.3,12.508099475245269,1.0,1.0
1.64,0.0085,0.9795,8806.1,12.332050179192484,1.0,1.0
1.65,0.0085,0.9907,8856.0,11.989048596851475,1.0,1.0
1.66,0.0085,1.0015,8904.3,11.822811364102295,1.0,1.0
1.67,0.0085,1.0122,8952.4,11.649669176363222,1.0,1.0
1.68,0.0085,1.0232,9001.6,11.380161989504904,1.0,1.0
1.69,0.0085,1.0336,9048.5,11.21047227926078,1.0,1.0
1.7,0.0085,1.044,9095.5,11.076249917902489,1.0,1.0
1.71,0.0085,1.0545,9143.2,10.881074606433947,1.0,1.0
1.72,0.0085,1.0646,9189.1,10.751311886835499,1.0,1.0
1.73,0.0085,1.0752,9237.4,10.511749942961439,1.0,1.0
